,id,borough,neighbourhood,host_id,availability_365
40311,31285720,manhattan,upper east side,10770318,19
40312,31286946,queens,queens village,88484548,0
40313,31287343,manhattan,harlem,234143954,29
40314,31287498,queens,college point,234147066,212
40315,31287736,brooklyn,greenpoint,17262002,0
40316,31287886,manhattan,east harlem,59051417,230
40317,31288513,manhattan,harlem,67123961,0
40318,31289259,manhattan,east harlem,213379221,168
40319,31290477,brooklyn,williamsburg,231691559,365
40320,31290728,queens,sunnyside,234178917,310
40321,31291169,manhattan,midtown,52728780,0
40322,31291730,manhattan,hell's kitchen,224815152,81
40323,31291979,manhattan,lower east side,4657612,36
40324,31292343,manhattan,east village,12965214,0
40325,31292656,brooklyn,bushwick,22552061,168
40326,31292757,manhattan,hell's kitchen,224815152,89
40327,31293545,manhattan,harlem,3951033,84
40328,31294112,brooklyn,bedford-stuyvesant,234211879,284
40329,31294395,manhattan,upper east side,51812548,5
40330,31294712,brooklyn,bushwick,1180631,66
40331,31295111,brooklyn,bushwick,234214434,218
40332,31295524,bronx,east morrisania,232283561,81
40333,31295741,manhattan,theater district,234230740,0
40334,31296410,manhattan,harlem,535343,1
40335,31296956,queens,astoria,166634,0
40336,31297452,manhattan,chelsea,99683151,293
40337,31301399,brooklyn,bedford-stuyvesant,12618858,111
40338,31303661,manhattan,kips bay,222476614,348
40339,31304303,manhattan,upper east side,20517979,5
40340,31304312,manhattan,upper east side,234297980,0
40341,31305014,manhattan,tribeca,22541573,262
40342,31305551,brooklyn,bedford-stuyvesant,2108671,0
40343,31306674,brooklyn,bushwick,59470806,26
40344,31307385,manhattan,chelsea,234115186,0
40345,31307651,manhattan,hell's kitchen,224414117,362
40346,31308318,brooklyn,bedford-stuyvesant,9783911,0
40347,31308773,brooklyn,williamsburg,234338317,86
40348,31309714,manhattan,hell's kitchen,234338206,0
40349,31310624,brooklyn,columbia st,33655,167
40350,31311422,manhattan,west village,234357462,280
40351,31313010,brooklyn,williamsburg,10196479,0
40352,31313015,brooklyn,bushwick,198214941,269
40353,31313105,queens,springfield gardens,7797973,147
40354,31313153,manhattan,morningside heights,37280441,0
40355,31313376,queens,astoria,11223389,47
40356,31313806,brooklyn,gravesend,49101398,118
40357,31313870,manhattan,gramercy,22100836,0
40358,31313987,brooklyn,williamsburg,121926104,0
40359,31314273,manhattan,upper west side,6391001,106
40360,31314329,bronx,mount hope,115832915,0
40361,31315168,brooklyn,prospect heights,5800174,26
40362,31315296,brooklyn,sunset park,84796432,109
40363,31315385,manhattan,gramercy,227854504,72
40364,31315479,manhattan,midtown,42037177,365
40365,31315936,manhattan,upper west side,10746800,0
40366,31315980,manhattan,lower east side,17328806,324
40367,31315991,brooklyn,williamsburg,195650850,0
40368,31316654,manhattan,hell's kitchen,230077977,3
40369,31316889,manhattan,hell's kitchen,40245658,110
40370,31317255,manhattan,upper west side,234417391,20
40371,31317645,brooklyn,bedford-stuyvesant,220149091,314
40372,31317744,bronx,melrose,234423593,91
40373,31318780,manhattan,midtown,234172613,0
40374,31319056,brooklyn,williamsburg,3807069,0
40375,31319316,queens,elmhurst,137358866,252
40376,31319331,bronx,highbridge,234376122,183
40377,31319380,manhattan,upper east side,234440538,0
40378,31320905,manhattan,upper east side,34915339,184
40379,31322232,queens,fresh meadows,2930761,359
40380,31322379,manhattan,hell's kitchen,234338206,0
40381,31324327,manhattan,harlem,234483148,106
40382,31325866,manhattan,soho,163035332,273
40383,31328535,brooklyn,fort greene,12865261,304
40384,31328877,manhattan,east harlem,1512565,105
40385,31330713,manhattan,hell's kitchen,234381268,46
40386,31331255,brooklyn,bedford-stuyvesant,234543110,63
40387,31331349,manhattan,washington heights,225302090,179
40388,31332143,brooklyn,bedford-stuyvesant,175103962,170
40389,31332746,brooklyn,bensonhurst,221574115,0
40390,31333074,manhattan,harlem,14855509,197
40391,31333606,manhattan,east harlem,59051417,50
40392,31334292,manhattan,hell's kitchen,229332180,0
40393,31336040,queens,queens village,213816392,354
40394,31336245,queens,jamaica,232251881,320
40395,31336368,brooklyn,east flatbush,204731291,178
40396,31336375,brooklyn,bushwick,234596452,0
40397,31336763,manhattan,east harlem,59051417,42
40398,31337900,manhattan,east harlem,59051417,62
40399,31339496,queens,flushing,131808888,139
40400,31339548,manhattan,east village,11519866,0
40401,31339600,brooklyn,greenpoint,123672154,0
40402,31340282,brooklyn,greenpoint,155109689,281
40403,31340283,manhattan,lower east side,4382127,365
40404,31340315,queens,astoria,34685168,0
40405,31340539,manhattan,inwood,207173529,0
40406,31340666,manhattan,hell's kitchen,22251283,50
40407,31340743,manhattan,hell's kitchen,5838825,0
40408,31340955,brooklyn,bushwick,234214434,191
40409,31341166,queens,elmhurst,137501374,231
40410,31341298,brooklyn,bushwick,234214434,191
40411,31341476,queens,elmhurst,137501374,236
40412,31350702,brooklyn,bedford-stuyvesant,14671652,364
40413,31351908,manhattan,noho,108029974,52
40414,31352270,manhattan,noho,108029974,63
40415,31353429,manhattan,murray hill,21412569,363
40416,31353678,brooklyn,prospect-lefferts gardens,110902412,75
40417,31354518,brooklyn,greenpoint,1973165,100
40418,31354965,manhattan,washington heights,63411066,0
40419,31355075,brooklyn,bushwick,234776583,342
40420,31355285,queens,rego park,218336964,11
40421,31355295,brooklyn,east flatbush,28428851,27
40422,31356462,manhattan,east harlem,4233057,365
40423,31356710,brooklyn,williamsburg,2678122,0
40424,31357191,brooklyn,greenpoint,15817323,0
40425,31357323,queens,astoria,25134822,162
40426,31358401,brooklyn,prospect heights,73640551,0
40427,31358547,brooklyn,bushwick,16713332,0
40428,31359053,brooklyn,kensington,234823585,66
40429,31359630,manhattan,hell's kitchen,234831342,0
40430,31360128,manhattan,east village,234836860,83
40431,31360817,brooklyn,fort hamilton,767346,0
40432,31361356,brooklyn,bushwick,22651136,29
40433,31362232,brooklyn,south slope,118971,92
40434,31362276,brooklyn,sheepshead bay,18683197,342
40435,31364352,manhattan,east harlem,24920992,0
40436,31365313,manhattan,little italy,101890546,362
40437,31365591,staten island,st. george,233541916,0
40438,31369363,brooklyn,greenpoint,19019393,0
40439,31369708,brooklyn,cypress hills,226036723,364
40440,31370245,brooklyn,canarsie,234930202,86
40441,31370305,brooklyn,cypress hills,226036723,180
40442,31370452,brooklyn,cypress hills,226036723,364
40443,31377088,manhattan,hell's kitchen,234986384,35
40444,31377252,manhattan,tribeca,7029525,0
40445,31377477,brooklyn,williamsburg,16622969,0
40446,31378549,manhattan,financial district,219517861,334
40447,31379248,brooklyn,crown heights,10032762,6
40448,31379452,brooklyn,williamsburg,24269944,0
40449,31379967,queens,astoria,235008186,97
40450,31380037,brooklyn,bushwick,131569457,0
40451,31381103,queens,long island city,104913801,81
40452,31381171,queens,st. albans,47409152,344
40453,31382465,queens,ridgewood,59808986,121
40454,31382878,manhattan,chelsea,226960918,173
40455,31383493,brooklyn,bedford-stuyvesant,166432964,0
40456,31383763,brooklyn,williamsburg,36012265,126
40457,31386277,queens,ditmars steinway,136807581,0
40458,31387609,manhattan,harlem,235073206,169
40459,31388229,bronx,belmont,193626078,322
40460,31388248,brooklyn,williamsburg,234961480,80
40461,31388942,manhattan,east harlem,154335207,65
40462,31389120,brooklyn,bushwick,234869359,154
40463,31389369,manhattan,soho,22322931,0
40464,31389481,manhattan,upper east side,151300770,280
40465,31389656,manhattan,murray hill,170372974,140
40466,31389728,manhattan,harlem,235102134,253
40467,31389838,manhattan,west village,15074983,13
40468,31389928,brooklyn,boerum hill,9453700,149
40469,31390350,manhattan,chelsea,7285648,0
40470,31391466,brooklyn,williamsburg,235115405,8
40471,31391642,manhattan,east harlem,163510250,0
40472,31393901,bronx,mount hope,234905483,176
40473,31394757,manhattan,financial district,54689007,54
40474,31397084,manhattan,lower east side,22412963,268
40475,31399985,manhattan,lower east side,234111066,0
40476,31400005,manhattan,upper east side,87348589,0
40477,31400403,manhattan,harlem,16683574,357
40478,31403932,queens,elmhurst,137501374,236
40479,31404481,queens,sunnyside,1495021,281
40480,31405515,queens,corona,215778245,306
40481,31405999,manhattan,financial district,107434423,331
40482,31407481,brooklyn,bushwick,158596887,0
40483,31408487,manhattan,east village,23862648,5
40484,31409073,manhattan,harlem,233422217,310
40485,31409154,queens,long island city,198195140,7
40486,31409410,manhattan,midtown,207618240,338
40487,31409612,brooklyn,greenpoint,56061729,188
40488,31409739,brooklyn,williamsburg,20233597,49
40489,31410637,manhattan,harlem,70184008,189
40490,31411210,brooklyn,crown heights,7730748,0
40491,31411380,manhattan,harlem,34399492,6
40492,31411615,manhattan,east harlem,4208096,81
40493,31412174,manhattan,harlem,552627,0
40494,31412664,manhattan,gramercy,57148387,254
40495,31413351,brooklyn,bushwick,33614329,210
40496,31413900,brooklyn,sunset park,235302401,177
40497,31414400,manhattan,east harlem,235305665,60
40498,31414856,brooklyn,williamsburg,235311151,0
40499,31415232,manhattan,harlem,188741104,274
40500,31416434,manhattan,east harlem,235305665,69
40501,31416916,staten island,tompkinsville,231352789,296
40502,31418014,manhattan,upper east side,5637331,0
40503,31419390,brooklyn,williamsburg,235344330,113
40504,31419862,manhattan,hell's kitchen,37986167,0
40505,31420503,manhattan,west village,4305407,0
40506,31427366,manhattan,washington heights,83415090,36
40507,31428772,bronx,claremont village,42761,156
40508,31428785,brooklyn,crown heights,230909887,41
40509,31428865,manhattan,harlem,9637585,36
40510,31430577,manhattan,east harlem,79520100,0
40511,31432189,manhattan,financial district,197053492,322
40512,31433921,manhattan,harlem,58956219,80
40513,31435734,manhattan,upper east side,107434423,249
40514,31435773,manhattan,upper east side,107434423,249
40515,31435825,manhattan,east village,235468713,8
40516,31435994,manhattan,inwood,47515751,81
40517,31436066,brooklyn,kensington,113393845,268
40518,31436965,brooklyn,greenpoint,1698607,95
40519,31438319,manhattan,washington heights,85108863,78
40520,31438520,brooklyn,bedford-stuyvesant,1290193,365
40521,31438699,brooklyn,williamsburg,61886746,0
40522,31439169,manhattan,upper east side,95635119,131
40523,31439428,manhattan,lower east side,20445702,0
40524,31441434,manhattan,harlem,136081476,19
40525,31443055,brooklyn,bushwick,704963,7
40526,31443230,brooklyn,williamsburg,8620509,20
40527,31444015,manhattan,hell's kitchen,8523790,188
40528,31444458,manhattan,east village,3459240,72
40529,31444634,brooklyn,williamsburg,48392689,329
40530,31445273,queens,long island city,235548617,34
40531,31445758,manhattan,harlem,133234099,110
40532,31445795,queens,woodside,86322604,4
40533,31446827,brooklyn,east flatbush,4688531,0
40534,31447095,queens,long island city,60835915,30
40535,31447607,manhattan,hell's kitchen,13773574,343
40536,31447999,manhattan,midtown,13773574,365
40537,31448783,brooklyn,bedford-stuyvesant,5945241,0
40538,31450131,brooklyn,brownsville,72602373,53
40539,31453103,brooklyn,east flatbush,194014767,293
40540,31457187,brooklyn,east flatbush,219104513,67
40541,31458142,manhattan,kips bay,235655558,0
40542,31458781,brooklyn,sunset park,129643632,337
40543,31459245,brooklyn,bedford-stuyvesant,71012165,0
40544,31459956,queens,woodhaven,37891510,360
40545,31462754,brooklyn,flatbush,14201257,1
40546,31463824,manhattan,battery park city,21229164,0
40547,31465478,manhattan,harlem,117143694,148
40548,31465521,manhattan,washington heights,233732841,80
40549,31465817,brooklyn,bushwick,132908616,51
40550,31466176,manhattan,harlem,14855509,227
40551,31466547,brooklyn,cypress hills,62857588,0
40552,31466893,manhattan,midtown,13773574,343
40553,31467371,brooklyn,bushwick,235734225,356
40554,31468463,manhattan,midtown,120242215,38
40555,31469483,manhattan,upper east side,191786703,179
40556,31470004,manhattan,east village,71241932,90
40557,31470025,manhattan,east harlem,207010341,51
40558,31470251,manhattan,midtown,13773574,343
40559,31471169,brooklyn,bedford-stuyvesant,10416602,292
40560,31472498,queens,east elmhurst,229149810,80
40561,31472775,brooklyn,bushwick,20647101,0
40562,31473340,brooklyn,bedford-stuyvesant,2790890,237
40563,31474100,brooklyn,bedford-stuyvesant,9475918,0
40564,31474126,brooklyn,bushwick,126052775,0
40565,31474431,brooklyn,sunset park,235302401,164
40566,31474638,brooklyn,sunset park,235302401,155
40567,31475440,manhattan,upper west side,235810002,2
40568,31476060,brooklyn,williamsburg,9014833,0
40569,31476497,manhattan,harlem,566838,97
40570,31484603,queens,belle harbor,5369840,22
40571,31485453,queens,kew gardens,23969698,17
40572,31485528,brooklyn,bedford-stuyvesant,38757148,5
40573,31486254,brooklyn,bushwick,1788443,227
40574,31486707,brooklyn,williamsburg,33120658,12
40575,31489863,manhattan,chelsea,25502424,0
40576,31490386,brooklyn,greenpoint,31883163,22
40577,31490447,brooklyn,greenpoint,11612872,5
40578,31490659,queens,maspeth,12394498,121
40579,31491866,manhattan,two bridges,235939247,148
40580,31493796,brooklyn,prospect-lefferts gardens,18007776,0
40581,31494165,manhattan,hell's kitchen,33464426,0
40582,31494679,brooklyn,brighton beach,149221924,0
40583,31494924,brooklyn,williamsburg,120749029,135
40584,31495625,brooklyn,prospect heights,17726859,0
40585,31497697,manhattan,upper east side,218352095,21
40586,31498735,manhattan,lower east side,170263842,185
40587,31499021,manhattan,upper east side,34915339,221
40588,31499047,queens,east elmhurst,234396332,141
40589,31499524,manhattan,upper east side,34915339,142
40590,31499813,bronx,longwood,236014031,0
40591,31499944,manhattan,west village,46389451,169
40592,31500127,manhattan,upper east side,34915339,238
40593,31500172,manhattan,harlem,235073206,96
40594,31501009,manhattan,upper east side,16480700,342
40595,31502105,queens,queens village,236018119,90
40596,31502639,manhattan,harlem,235073206,351
40597,31502830,manhattan,gramercy,231295106,123
40598,31506629,brooklyn,bedford-stuyvesant,15185649,5
40599,31509696,brooklyn,brooklyn heights,234650220,94
40600,31510414,brooklyn,bedford-stuyvesant,44037475,153
40601,31511086,manhattan,washington heights,144006321,87
40602,31511088,brooklyn,bedford-stuyvesant,167383560,199
40603,31511141,manhattan,nolita,236107297,124
40604,31512324,brooklyn,bushwick,135722057,53
40605,31513692,manhattan,east harlem,117675375,8
40606,31514475,bronx,morris park,203266238,343
40607,31514722,brooklyn,sheepshead bay,228053166,160
40608,31514807,manhattan,west village,78140736,48
40609,31515617,brooklyn,bedford-stuyvesant,23188519,311
40610,31516684,queens,sunnyside,137358866,186
40611,31517508,brooklyn,crown heights,7777033,342
40612,31517652,manhattan,harlem,16480700,351
40613,31520819,queens,ozone park,220125576,52
40614,31521732,manhattan,harlem,16480700,60
40615,31529989,manhattan,east village,180126576,0
40616,31530836,manhattan,east village,180126576,0
40617,31532352,brooklyn,prospect-lefferts gardens,158739,0
40618,31532357,manhattan,hell's kitchen,5916186,3
40619,31532642,manhattan,washington heights,26018582,214
40620,31533891,manhattan,upper west side,171367408,0
40621,31533898,manhattan,harlem,133234099,97
40622,31534487,queens,bayside,21250331,350
40623,31534613,manhattan,midtown,37136163,281
40624,31534723,brooklyn,bedford-stuyvesant,20863433,16
40625,31535692,brooklyn,south slope,82400601,0
40626,31536758,manhattan,upper west side,236349458,0
40627,31538945,brooklyn,williamsburg,52531721,156
40628,31539511,queens,rosedale,235763046,282
40629,31539570,manhattan,lower east side,7225691,342
40630,31540929,manhattan,upper west side,28035940,2
40631,31541068,brooklyn,fort greene,115252929,157
40632,31541668,brooklyn,clinton hill,62954830,144
40633,31542692,brooklyn,bedford-stuyvesant,64091336,0
40634,31542976,manhattan,washington heights,112290211,152
40635,31543246,manhattan,harlem,236422290,7
40636,31543432,bronx,port morris,26295375,49
40637,31543550,manhattan,chelsea,7285648,0
40638,31549470,manhattan,upper east side,107434423,127
40639,31552528,brooklyn,williamsburg,236432765,330
40640,31553066,queens,little neck,41090359,88
40641,31553305,brooklyn,bushwick,15058648,21
40642,31555001,manhattan,harlem,236511564,35
40643,31556307,queens,woodside,137358866,247
40644,31556929,queens,ridgewood,8288491,92
40645,31557309,queens,belle harbor,40025069,52
40646,31557451,brooklyn,bedford-stuyvesant,398617,42
40647,31557578,brooklyn,prospect-lefferts gardens,227134858,158
40648,31560410,manhattan,washington heights,21129281,191
40649,31560479,staten island,stapleton,236556387,365
40650,31560811,brooklyn,williamsburg,5178818,93
40651,31561218,manhattan,east harlem,59051417,0
40652,31561372,manhattan,theater district,229288524,233
40653,31561805,brooklyn,east flatbush,236565167,4
40654,31562978,brooklyn,bensonhurst,27479250,0
40655,31564154,manhattan,west village,49503035,16
40656,31564614,queens,long island city,235548617,1
40657,31565105,brooklyn,bedford-stuyvesant,236596347,95
40658,31565332,brooklyn,greenpoint,15989140,3
40659,31565717,brooklyn,williamsburg,27446767,0
40660,31566109,brooklyn,bedford-stuyvesant,154390742,0
40661,31566176,brooklyn,bushwick,236607981,0
40662,31566253,brooklyn,williamsburg,174559516,0
40663,31568589,manhattan,east harlem,16334409,181
40664,31568673,bronx,williamsbridge,236631469,85
40665,31569502,queens,astoria,39192815,0
40666,31570303,queens,springfield gardens,115136074,68
40667,31570962,brooklyn,bedford-stuyvesant,81636631,89
40668,31571554,brooklyn,bushwick,236659049,48
40669,31572551,manhattan,washington heights,6486059,8
40670,31572850,manhattan,harlem,274333,49
40671,31575039,manhattan,soho,114548258,124
40672,31575274,brooklyn,bushwick,234214434,224
40673,31580460,manhattan,west village,107434423,273
40674,31582772,manhattan,east harlem,7831209,365
40675,31582797,brooklyn,bedford-stuyvesant,2903063,194
40676,31583242,brooklyn,flatbush,236745428,0
40677,31584089,manhattan,chelsea,107434423,303
40678,31586233,brooklyn,prospect-lefferts gardens,17790600,127
40679,31589769,brooklyn,bedford-stuyvesant,214623686,81
40680,31590566,manhattan,greenwich village,236445157,331
40681,31591448,manhattan,chinatown,217836856,232
40682,31592115,manhattan,lower east side,14278450,0
40683,31593170,bronx,van nest,19418202,32
40684,31593677,bronx,melrose,137567864,107
40685,31593740,manhattan,hell's kitchen,224414117,362
40686,31594590,brooklyn,bushwick,15147054,0
40687,31594754,manhattan,hell's kitchen,224414117,363
40688,31595243,manhattan,upper west side,47038126,40
40689,31595244,manhattan,hell's kitchen,224414117,360
40690,31595389,manhattan,upper west side,47038126,72
40691,31596163,queens,forest hills,20056779,172
40692,31596199,bronx,fordham,236852677,32
40693,31596216,queens,astoria,236406472,150
40694,31596519,brooklyn,williamsburg,3246916,0
40695,31599106,queens,flushing,192895513,336
40696,31599436,brooklyn,bedford-stuyvesant,12618858,64
40697,31599484,brooklyn,williamsburg,16949541,107
40698,31599728,queens,flushing,217910985,132
40699,31600379,brooklyn,gowanus,148787736,93
40700,31600930,queens,far rockaway,57135136,179
40701,31602882,brooklyn,crown heights,236914360,89
40702,31605060,manhattan,greenwich village,236445157,219
40703,31614670,brooklyn,east flatbush,92588965,248
40704,31615207,manhattan,midtown,96086378,289
40705,31616672,queens,astoria,237012945,0
40706,31619454,brooklyn,bensonhurst,232778333,244
40707,31620173,brooklyn,williamsburg,237049868,0
40708,31621627,queens,kew gardens,23969698,0
40709,31621785,manhattan,harlem,235073206,192
40710,31622417,manhattan,chelsea,236896088,6
40711,31622448,manhattan,harlem,4852748,119
40712,31623508,brooklyn,bushwick,26738513,204
40713,31624317,brooklyn,bedford-stuyvesant,154302755,110
40714,31624608,brooklyn,bedford-stuyvesant,154302755,110
40715,31624832,brooklyn,bedford-stuyvesant,154302755,125
40716,31624862,manhattan,upper east side,10371008,217
40717,31626307,brooklyn,greenpoint,513839,209
40718,31626662,brooklyn,bedford-stuyvesant,237107169,74
40719,31626920,manhattan,upper west side,50339845,0
40720,31636424,queens,woodside,137358866,215
40721,31638687,manhattan,upper east side,237201559,233
40722,31639432,manhattan,harlem,37277862,0
40723,31640203,manhattan,battery park city,510931,63
40724,31641160,queens,jamaica,155668897,365
40725,31641843,brooklyn,williamsburg,184600679,0
40726,31647134,manhattan,lower east side,91571876,239
40727,31647516,manhattan,west village,237204047,0
40728,31647962,manhattan,harlem,237280886,0
40729,31648320,manhattan,theater district,237283897,302
40730,31649210,bronx,soundview,111586798,90
40731,31650146,manhattan,lower east side,1306854,172
40732,31651200,manhattan,midtown,10318796,0
40733,31651359,brooklyn,crown heights,181382109,59
40734,31652254,manhattan,nolita,5095364,27
40735,31652405,manhattan,midtown,237320600,0
40736,31652563,manhattan,upper east side,113805886,365
40737,31652565,brooklyn,flatlands,208136645,96
40738,31654063,manhattan,chelsea,237336458,21
40739,31654495,manhattan,kips bay,79697038,88
40740,31660529,brooklyn,bedford-stuyvesant,111542307,342
40741,31663848,brooklyn,williamsburg,237406328,135
40742,31665707,brooklyn,greenpoint,27473538,43
40743,31667621,manhattan,chelsea,204811322,21
40744,31668199,brooklyn,bedford-stuyvesant,130023,244
40745,31668461,brooklyn,williamsburg,236432765,330
40746,31668481,brooklyn,williamsburg,230930866,5
40747,31669029,brooklyn,williamsburg,7571700,0
40748,31669717,manhattan,upper west side,225612108,0
40749,31669844,queens,astoria,46324691,0
40750,31670111,brooklyn,greenpoint,108150300,2
40751,31670237,bronx,eastchester,310670,364
40752,31670590,manhattan,east village,237464350,91
40753,31670608,brooklyn,crown heights,50612451,76
40754,31670625,manhattan,financial district,237283862,0
40755,31670943,bronx,claremont village,73676875,321
40756,31671043,manhattan,upper west side,4005376,170
40757,31671056,queens,astoria,137734836,56
40758,31671411,manhattan,midtown,16098958,156
40759,31671911,brooklyn,bushwick,138456145,36
40760,31671972,brooklyn,south slope,237474824,28
40761,31672538,queens,sunnyside,237482248,179
40762,31673405,brooklyn,crown heights,121842697,96
40763,31675232,brooklyn,fort greene,206288086,273
40764,31675244,manhattan,chinatown,41108789,24
40765,31675967,brooklyn,williamsburg,220071184,3
40766,31676259,manhattan,midtown,13773574,328
40767,31677408,manhattan,upper west side,28334703,7
40768,31677547,brooklyn,williamsburg,86604612,0
40769,31682228,manhattan,gramercy,237569289,0
40770,31682665,queens,long island city,8810794,125
40771,31683919,brooklyn,crown heights,49539959,0
40772,31684570,manhattan,chinatown,48911266,18
40773,31685548,queens,long island city,11914604,135
40774,31687149,brooklyn,kensington,32552738,0
40775,31688794,brooklyn,bedford-stuyvesant,24618314,0
40776,31690275,brooklyn,bushwick,71635863,7
40777,31690969,manhattan,midtown,14892784,7
40778,31691209,brooklyn,gravesend,51596474,0
40779,31691927,manhattan,washington heights,13743148,310
40780,31692426,brooklyn,cobble hill,237668552,22
40781,31692860,queens,ditmars steinway,169148493,0
40782,31695085,manhattan,east harlem,13419129,11
40783,31696775,queens,astoria,151557263,53
40784,31697123,brooklyn,east new york,237715800,161
40785,31698813,queens,flushing,111142003,205
40786,31704075,manhattan,morningside heights,153793156,2
40787,31705298,manhattan,harlem,3072696,125
40788,31705971,queens,glendale,220480440,63
40789,31707011,manhattan,west village,237804845,61
40790,31707882,brooklyn,park slope,237817180,2
40791,31709260,queens,astoria,80561485,41
40792,31710037,brooklyn,sunset park,47664369,35
40793,31711274,brooklyn,canarsie,170256169,30
40794,31711687,brooklyn,bushwick,15058648,21
40795,31711813,queens,whitestone,44093954,204
40796,31713303,manhattan,west village,223075114,5
40797,31713522,queens,ridgewood,11082069,0
40798,31713858,queens,sunnyside,237880163,80
40799,31714036,manhattan,noho,9582338,112
40800,31714168,queens,east elmhurst,213014559,0
40801,31715312,manhattan,midtown,204811322,29
40802,31715879,manhattan,washington heights,222424429,38
40803,31716471,queens,long island city,47114213,3
40804,31717837,brooklyn,east new york,234174616,180
40805,31717883,staten island,concord,237913872,90
40806,31719001,manhattan,upper west side,3767367,334
40807,31720275,brooklyn,canarsie,208930169,353
40808,31722467,manhattan,harlem,16480700,249
40809,31726939,manhattan,tribeca,107434423,310
40810,31728112,queens,jackson heights,172895347,0
40811,31729652,manhattan,harlem,91390716,0
40812,31730525,manhattan,hell's kitchen,237921255,217
40813,31731555,manhattan,upper west side,2278050,188
40814,31733307,queens,queens village,234191916,170
40815,31734628,brooklyn,williamsburg,23670318,0
40816,31736343,brooklyn,greenpoint,42153340,0
40817,31737653,manhattan,washington heights,49736436,116
40818,31738077,brooklyn,williamsburg,50497157,0
40819,31738629,brooklyn,prospect-lefferts gardens,170638981,28
40820,31743178,brooklyn,midwood,234592314,87
40821,31748621,manhattan,chelsea,19043103,8
40822,31748955,brooklyn,bushwick,200927536,329
40823,31755223,brooklyn,carroll gardens,3042136,7
40824,31756631,brooklyn,bushwick,238111285,0
40825,31758029,manhattan,east village,2690800,0
40826,31758438,brooklyn,bushwick,238119405,189
40827,31759087,brooklyn,bushwick,238119405,166
40828,31759330,brooklyn,bushwick,238119405,158
40829,31759409,bronx,belmont,63966717,0
40830,31759545,brooklyn,bushwick,238119405,166
40831,31759546,manhattan,upper west side,160739637,74
40832,31760403,queens,ozone park,67746251,32
40833,31760436,manhattan,harlem,124028462,353
40834,31760509,manhattan,harlem,219505617,92
40835,31760941,bronx,mott haven,238118741,228
40836,31761090,brooklyn,flatbush,238145460,129
40837,31761417,queens,astoria,123060492,0
40838,31763495,queens,woodhaven,52577963,319
40839,31764572,brooklyn,gowanus,78326799,0
40840,31767505,manhattan,financial district,56656728,107
40841,31771914,brooklyn,bushwick,215577249,320
40842,31772667,brooklyn,bushwick,215577249,344
40843,31772802,brooklyn,bushwick,215577249,321
40844,31773364,queens,woodside,137358866,244
40845,31773898,manhattan,soho,236445157,342
40846,31775512,brooklyn,bedford-stuyvesant,159811367,364
40847,31787990,manhattan,washington heights,127583166,0
40848,31794109,manhattan,chelsea,107434423,1
40849,31795059,manhattan,chinatown,1533007,15
40850,31795183,brooklyn,bushwick,10512556,0
40851,31795680,brooklyn,williamsburg,3659285,237
40852,31796259,manhattan,financial district,89896526,4
40853,31796691,brooklyn,bensonhurst,231212364,147
40854,31797655,manhattan,midtown,37412692,339
40855,31799118,brooklyn,williamsburg,217784241,250
40856,31799369,manhattan,west village,185049106,127
40857,31799920,brooklyn,williamsburg,217784241,0
40858,31801234,manhattan,upper east side,238323020,109
40859,31801375,brooklyn,east flatbush,238321827,341
40860,31801631,manhattan,hell's kitchen,238324936,149
40861,31801816,manhattan,hell's kitchen,238324936,152
40862,31802275,manhattan,harlem,8895249,129
40863,31802641,manhattan,upper west side,19755137,55
40864,31802796,manhattan,east village,30077950,0
40865,31803169,brooklyn,bushwick,80093359,0
40866,31803533,manhattan,battery park city,147351617,79
40867,31803703,brooklyn,cobble hill,238342493,295
40868,31804149,brooklyn,williamsburg,109276977,0
40869,31805784,manhattan,soho,35486274,0
40870,31805845,brooklyn,bushwick,154981576,196
40871,31806593,brooklyn,bedford-stuyvesant,191084919,0
40872,31806847,brooklyn,bensonhurst,93690639,0
40873,31807013,queens,flushing,238374006,153
40874,31809360,manhattan,west village,25169596,271
40875,31809829,brooklyn,bushwick,11672284,0
40876,31809918,brooklyn,gravesend,51596474,0
40877,31814773,manhattan,harlem,124028462,332
40878,31815470,brooklyn,crown heights,44801404,365
40879,31815508,manhattan,harlem,124028462,333
40880,31818244,brooklyn,prospect-lefferts gardens,4375988,305
40881,31818320,manhattan,lower east side,39528519,185
40882,31818460,brooklyn,bedford-stuyvesant,73425483,0
40883,31818771,manhattan,lower east side,39528519,185
40884,31822089,manhattan,harlem,552627,315
40885,31823258,brooklyn,carroll gardens,3443943,178
40886,31823510,brooklyn,south slope,34097291,0
40887,31823779,brooklyn,greenpoint,43976480,22
40888,31823858,brooklyn,prospect-lefferts gardens,198674748,6
40889,31824097,brooklyn,bedford-stuyvesant,193725343,44
40890,31824803,brooklyn,bedford-stuyvesant,238496151,81
40891,31828528,brooklyn,greenpoint,123672154,0
40892,31828585,manhattan,harlem,61278632,7
40893,31830652,manhattan,upper west side,8849869,3
40894,31832773,queens,woodside,200239515,1
40895,31832851,manhattan,upper east side,235559424,156
40896,31832966,manhattan,flatiron district,236148005,34
40897,31834008,brooklyn,canarsie,231510804,337
40898,31834161,queens,woodside,200239515,44
40899,31834190,queens,woodside,18957069,17
40900,31835260,manhattan,gramercy,22100836,0
40901,31835498,manhattan,flatiron district,22100836,0
40902,31835627,queens,elmhurst,152895936,0
